municipality,id,id_new,muni_type,gnis_id,county,outer,rr1,muni_type_numeric,marcellus,utica,population,land_area,density,high_school,unemployment,homeownership,inner,percap_acs,median_household,median_family,opponent,proponent,entrepreneurship,contested_entrepreneurship,entrepreneurship_binary,opponent_binary,proponent_binary,oban,omoratorium,ozoningpreventing,ozoningallowing,oroaduse,operformance,oresolutionopposing,onolease,oidontknow,oother,o_verballorwritten,obefore2008,o2008,o2009,o2010,o2011,o2012,o2013,o2014,o_dontknowyear,o_activitylevel5,o_controversy6,o_knowledge7,o_wellregarded8,o_livework9,o_otherissues10,o_occupation10,ooppositionretired,o_success12,o_binaryog12,oogmunicipalitybased,oogpublic,ooglandownercoalition,o_letteremail13,o_petitiom13,o_publicmtg13,o_officialsmuni13,o_officialsoutside13,o_orggroup13,o_presentation13,o_protest13,idontknow,o_other13,o_verbalwritten13,o_people14,o_officialsmunicipality_14,o_officialsregion14,o_prominentmunicipality14,oprominentregion,o_friendly14,o_wellrespected14,o_informedgovernment14,o_informedfracking14,o_time14,o_money14,pmoratorium,pzoningfacilitating,proaduse,pperformance,presolution,ppermittesting,please,pidontknow,pother,pverbalorwritten,pinaction,pbefore2008,p2008,p2009,p2010,p2011,p2012,p2013,p2014,p_dontknow_16,p_activitylevel17,p_controversy18,p_knowledge19,p_wellregarded20,p_livework21,p_otherissues22,p_occupation23,pretired,p_success24,p_binaryog26,pogmunicipalitybased,pogenergyco,pogpublic,poglandownercoalition,p_letteremail26,p_petition26,p_publicmtg26,p_officialsmuni26,p_officialsoutside26,p_orggroup26,p_presentation26,p_protest26,p_dontknow_26,p_other_26,p_verbalorwritten_26,ppeople,p_officialsmunicipality_27,pofficialsregion,pprominentmunicipality,pprominentregion,pfriendly,pwellrespected,pinformedgovernment,pinformedfracking,ptime,pmoney,view_self28,view_others29,change_others30,view_legislators31,change_legislators32,view_chief33,change_chief34,gender,age,years,education,othercompleted,duplicatemerge,shales,shalelayers,ambiguity_otherviews,ambiguity_changeotherviews,ambiguity_viewlegislators,ambiguity_changelegislators,ambiguity_viewchief,ambiguity_changechief,sum_ambiguity,sum_ambiguity_views,sum_ambiguity_change,nodatami2,agmi2,pasturemi2,forestmi2,urbanmi2,watermi2,o_controversy_split,p_controversy_split,ag_pasture,ag_pasture_forest,view_others_binary,view_legislators_binary,view_chief_binary,positive_comm_change,negative_comm_change,positive_leg_change,negative_leg_change,positive_chief_change,negative_chief_change,community_view_sum,community_trends_positive_sum,community_trends_negative_sum,view_self_binary,county_numeric,o_time14_binary,o_money14_binary,o_informedfracking14_binary,o_informedgovernment14_binary,o_wellrespected14_binary,o_friendly14_binary,o_prominentregion14_binary,o_prominentmunicipality14_binary,o_officialsregion14_binary,o_officialsmunicipality14_binary,p_time27_binary,p_money27_binary,p_informedfracking27_binary,p_informedgovernment27_binary,p_wellrespected27_binary,p_friendly27_binary,p_prominentregion27_binary,p_prominentmunicipality27_binary,p_officialsregion27_binary,p_officialsmunicipality27_binary,o_people14_binary,p_people27_binary,revenue_08,revenue_09,revenue_10,revenue_11,revenue_12,averagerevenues,percapitaaveragerevenue,number_activities,total_proponent_activities,total_opponent_activities,thousands_averagerevenue,percap_thousands,log_revenue,all_orgs,environmental_orgs,obama08,obama12,urbanpct,dem,wells,wells19902007,allproduction0812,one policy ,multi policies,1st ,2nd ,3rd ,4th,5th,6th,7th,number adopted anti,county A,county B,county C,year,policytype,policysubtype,stanceie,Month first anti,Start of year,Day of passage,Day subtract,Landowner Coalition?,Count of all post secondary Institutions,Count of institutions that offer at least a Bachelor's degree,dist_pa,dist_hway,waterwell_count,Matches Ban 0812,Matches Road 0812,Matches Moratoriums 0812,Matches Bans 0307,Matches Road 0307,Matches Moratoriums 0307,Matches Sustainability 0812,Matches Tourism 0812,Matches Sustainability 0307,Local government as involved agencies,,,,
Ellicottville,824,824,village,2.40E+06,Cattaraugus,Ellicottville,1,village,1,1,376,0.8,458.3,96.2,0.072,0.57485,1,51889,37750,43750,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,2,1,2,1,2,4,2,2,,,1,2,0,0,0,0,0,0,0,0,0,0.018765,4.90937,1.02962,36.3456,1.74545,0.190078,,,5.93898,42.2846,0,1,1,0,0,1,0,1,0,2,2,0,1,Cattaraugus,,,,,,,,,,,,,,,,,,,,,,,1.60E+06,1.50E+06,1.40E+06,1.50E+06,1.50E+06,1.50E+06,1429.64,4,,,1518.28,51.889,7.32533,0,0,46.6,39.7,0.043527,43.15,34,0,0,,,,,,,,,,,Cattaraugus,Cattaraugus,Cattaraugus,,,,,,,,,0,0,0,30679.51404,13800,2,,1,2,1,1,1,1,,1,,,,,
Ellisburg,310,310,village,2.40E+06,Jefferson,Ellisburg,0,village,0,1,244,1,240.5,89.9,0.129,0.752577,1,21757,39750,45313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.000347,0.708884,0.00556,0.159846,0.099383,0.029537,,,0.714443,0.87429,,,,0,0,0,0,0,0,,0,0,,Jefferson,,,,,,,,,,,,,,,,,,,,,,,41226,43104,98496,134023,138440,91057.8,373.19,,,,91.0578,21.757,4.5115,0,0,45.2,46.4,0.099383,45.8,0,0,0,,,,,,,,,,,Jefferson,Jefferson,Jefferson,,,,,,,,,0,0,0,193232.9826,4700,0,,,,,,,,,,,,,,
Elmira Heights,1114,1114,village,2.40E+06,Chemung,"Elmira, Horseheads",1,village,1,1,4097,1.1,3573.7,89.7,0.098,0.512583,1,19191,29015,36250,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,5,7,5,7,5,2,4,5,4,,,1,2,0,0,0,0,0,0,0,0,0,0,0.01112,0.002432,0.094518,1.05777,0,,,0.013552,0.10807,0,0,0,0,0,0,0,0,0,0,0,0,0,Chemung,,,,,,,,,,,,,,,,,,,,,,,2.60E+06,2.70E+06,2.60E+06,2.80E+06,2.70E+06,2.70E+06,653.66,0,,,2678.06,19.191,7.89285,0,0,49.3,47.65,0.961605,48.475,0,0,0,,,,,,,,,,,Chemung,Chemung,Chemung,,,,,,,,,1,0,0,13812.34391,1940,0,,1,,,2,,,,,,,,,
Elmsford,1132,1132,village,2.40E+06,Westchester,Greenburgh,0,village,0,0,4664,1,4542.7,89.9,0.092,0.464145,1,31836,61685,71630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0.002085,0,0.039962,0.993132,0.002432,,,0.002085,0.042046,,,,0,0,0,0,0,0,,0,0,,Westchester,,,,,,,,,,,,,,,,,,,,,,,8.70E+06,9.20E+06,9.60E+06,9.90E+06,1.00E+07,9.50E+06,2045.89,,,,9542.04,31.836,9.16346,1,0,69.5,68.7,0.993132,69.1,0,0,0,,,,,,,,,,,Westchester,Westchester,Westchester,,,,,,,,,0,1,0,80962.0909,332,0,,3,,,9,1,,,3,,,,,
Endicott,378,378,village,2.40E+06,Broome,Union,0,village,1,1,13392,3.2,4193,88.4,0.099,0.43114,1,20895,26032,35858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.00139,0.055946,0.013205,0.44201,2.69028,0.170966,,,0.069151,0.511161,,,,0,0,0,0,0,0,,0,0,,Broome,,,,,,,,,,,,,,,,,,,,,,,2.10E+07,2.10E+07,2.30E+07,2.30E+07,2.50E+07,2.30E+07,1698.34,,,,22744.2,20.895,10.0321,5,0,52.8,51.3,0.840713,52.05,0,0,0,,,,,,,,,,,Broome,Broome,Broome,,,,,,,,,1,0,0,10910.72063,4860,0,,2,,,6,,1,1,,,,,,
Esperance,482,482,village,2.40E+06,Schoharie,Esperance,0,village,0,1,345,0.5,702.5,94.2,0.052,0.907216,1,27119,46875,49375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0,0.215445,0.007645,0.069846,0.181391,0.046911,,,0.22309,0.292936,,,,0,0,0,0,0,0,,0,0,,Schoharie,,,,,,,,,,,,,,,,,,,,,,,326968,1.60E+06,348221,388928,417042,620385,1798.22,,,,620.385,27.119,6.43034,0,0,41.7,39.9,0.362782,40.8,0,0,0,,,,,,,,,,,Schoharie,Schoharie,Schoharie,,,,,,,,,0,0,0,123787.3563,4820,7,,,,,2,,,,2,,,,,
Evans Mills,311,311,village,2.40E+06,Jefferson,Le Ray,0,village,0,0,621,0.8,749,95.6,0.053,0.690722,1,26403,40750,44886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.000347,0.289461,0.009382,0.247414,0.251584,0.019112,,,0.298843,0.546257,,,,0,0,0,0,0,0,,0,0,,Jefferson,,,,,,,,,,,,,,,,,,,,,,,420798,481351,483288,484650,548788,483775,779.03,,,,483.775,26.403,6.18162,0,0,46.1,45.7,0.31448,45.9,0,0,0,,,,,,,,,,,Jefferson,Jefferson,Jefferson,,,,,,,,,0,0,0,232507.2273,7200,0,,,,,1,,,,,,,,,
Fabius,48,48,village,2.40E+06,Onondaga,Fabius,0,village,1,1,352,0.4,884.7,91.3,0.065,0.764045,1,28426,52321,55417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.020502,13.105,1.14429,28.7414,1.29892,2.08113,,,14.2493,42.9907,,,,0,0,0,0,0,0,,0,0,,Onondaga,,,,,,,,,,,,,,,,,,,,,,,835532,849879,886066,877344,912774,872319,444.15,,,,872.319,28.426,6.77115,0,0,48.3,48.6,0.027934,48.45,0,0,0,,,,,,,,,,,Onondaga,Onondaga,Onondaga,,,,,,,,,0,0,0,93028.76505,11100,5,,,,,,,,,,,,,,
Fair Haven,49,49,village,2.40E+06,Cayuga,Sterling,1,village,0,1,745,1.8,424.6,90.4,0.075,0.651297,1,32502,36382,39091,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,1.17105,0.125792,0.046911,0.827378,0.484751,0.276604,,,0.172704,1.00008,0,0,0,0,0,0,0,0,0,0,0,0,0,Cayuga,,,,,,,,,,,,,,,,,,,,,,,1.10E+06,876271,967075,1.00E+06,1.00E+06,988545,1326.91,0,,,988.545,32.502,6.89623,0,0,43.4,44.1,0.269306,43.75,0,0,0,,,,,,,,,,,Cayuga,Cayuga,Cayuga,,,,,,,,,0,0,0,147382.3155,31400,0,,,,,2,,,,1,,,,,
Fairport,911,911,village,2.40E+06,Monroe,Perinton,0,village,0,1,5353,1.6,3369.2,93.7,0.071,0.718896,1,34877,53375,65980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.000695,0.028842,0.002432,0.154286,1.37294,0.022934,,,0.031274,0.185561,,,,0,0,0,0,0,0,,0,0,,Monroe,,,,,,,,,,,,,,,,,,,,,,,6.40E+06,2.70E+07,2.40E+07,2.70E+07,2.50E+07,2.20E+07,4104.07,,,,21969.1,34.877,9.99739,2,0,51.2,48.5,0.858088,49.85,0,0,0,,,,,,,,,,,Monroe,Monroe,Monroe,,,,,,,,,0,0,0,122208.0545,4100,0,,4,1,,1,1,1,,,,,,,
Falconer,828,828,village,2.40E+06,Chautauqua,Ellicott,1,village,1,1,2420,1.1,2214.4,88.3,0.089,0.637306,1,17353,32222,41711,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,4,2,6,4,2,4,1,5,,,1,2,1,0,0,1,0,0,2,1,1,0.00139,0.077143,0.00834,0.227955,0.670312,0.007992,,,0.085483,0.313438,0,2,0,0,0,0,0,0,0,2,0,0,0,Chautauqua,,,,,,,,,,,,,,,,,,,,,,,1.40E+06,1.40E+06,1.50E+06,1.40E+06,1.50E+06,1.50E+06,599.76,0,,,1451.41,17.353,7.28029,0,0,46.6,40.6,0.609375,43.6,0,0,0,,,,,,,,,,,Chautauqua,Chautauqua,Chautauqua,,,,,,,,,0,0,0,13405.29222,857,0,,,,,,,,,,,,,,
Farmingdale,1288,1288,village,2.40E+06,Nassau,Oyster Bay,1,village,0,0,8189,1.1,7307.1,89.7,0.052,0.680166,1,38732,58411,68235,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010077,1.08487,0,,,0,0.010077,0,0,0,0,0,0,0,0,0,0,0,0,0,Nassau,,,,,,,,,,,,,,,,,,,,,,,6.00E+06,6.10E+06,6.00E+06,6.30E+06,6.20E+06,6.10E+06,747.39,,,,6120.36,38.732,8.71938,1,0,47.8,45.1,0.986245,46.45,0,0,0,,,,,,,,,,,Nassau,Nassau,Nassau,,,,,,,,,0,1,1,125320.1495,5610,,,4,,,4,2,4,,,,,,,
Farnham,723,723,village,2.40E+06,Erie,Brant,1,village,1,1,382,1.2,316.5,86.7,0.099,0.831858,1,20650,35000,37000,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,2,0,0,0,0,0,0,0,0,0,0.000347,0.266526,0.031274,0.489616,0.184866,0.029884,,,0.297801,0.787417,0,0,0,0,0,0,0,0,0,0,0,0,0,Erie,,,,,,,,,,,,,,,,,,,,,,,559108,423652,498383,427573,435035,468750,1227.09,0,,,468.75,20.65,6.15007,0,0,45.5,46.1,0.154055,45.8,0,0,0,,,,,,,,,,,Erie,Erie,Erie,,,,,,,,,0,0,0,66343.01803,1930,0,,,1,,,,,,,,,,,
Fayetteville,51,51,village,2.40E+06,Onondaga,Manlius,0,village,0,1,4373,1.7,2504.1,99.1,0.018,0.753573,1,43945,50598,66201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.001042,0.027799,0.00139,0.578574,1.05255,0.064981,,,0.029189,0.607764,,,,0,0,0,0,0,0,,0,0,,Onondaga,,,,,,,,,,,,,,,,,,,,,,,4.30E+06,4.50E+06,4.60E+06,4.40E+06,4.90E+06,4.60E+06,1045.83,,,,4573.4,43.945,8.42801,1,0,54.5,54.1,0.619149,54.3,0,0,0,,,,,,,,,,,Onondaga,Onondaga,Onondaga,,,,,,,,,0,0,0,114864.0092,4550,1,,,3,,3,,,,,,,,,
Fishkill,1373,1373,village,2.40E+06,Dutchess,Fishkill,0,village,0,0,2171,0.8,2646.3,92.5,0.036,0.448245,1,38693,36344,59737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.414905,1.06089,0.138649,16.9315,7.10343,5.59254,,,1.19954,18.1311,,,,0,0,0,0,0,0,,0,0,,Dutchess,,,,,,,,,,,,,,,,,,,,,,,1.20E+07,1.20E+07,1.20E+07,1.20E+07,1.30E+07,1.20E+07,547.61,,,,12106.1,38.693,9.40147,0,0,49,48,0.260199,48.5,0,0,0,,,,,,,,,,,Dutchess,Dutchess,Dutchess,,,,,,,,,0,0,0,69032.67836,1110,1,,6,10,,5,,1,,4,,,,,
Fleischmanns,1343,1343,village,2.40E+06,Delaware,Middletown,0,village,1,1,351,0.7,535.8,72.6,0.164,0.509434,1,14810,28500,37708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.001042,0.024672,0.003475,0.348187,0.270696,0.027104,,,0.028147,0.376334,,,,0,0,0,0,0,0,,0,0,,Delaware,,,,,,,,,,,,,,,,,,,,,,,546313,592164,524782,579124,635329,575542,1639.72,,,,575.542,14.81,6.35531,1,0,52.9,50.8,0.386709,51.85,0,0,0,,,,,,,,,,,Delaware,Delaware,Delaware,,,,,,,,,1,0,0,58733.13807,46700,7,,3,1,,,4,3,,1,,,,,
Floral Park,1224,1224,village,2.40E+06,Nassau,"Hempstead, North Hempstead",0,village,0,0,15863,1.4,11192,93.2,0.055,0.813995,1,43024,73719,87243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,0,0,1.42923,0,,,0,0,,,,0,0,0,0,0,0,,0,0,,Nassau,,,,,,,,,,,,,,,,,,,,,,,2.10E+07,2.10E+07,2.10E+07,2.30E+07,2.40E+07,2.20E+07,1387.11,,,,22003.7,43.024,9.99897,0,0,55.5,54.45,1.02088,54.975,0,0,0,,,,,,,,,,,Nassau,Nassau,Nassau,,,,,,,,,0,0,0,106417.0308,4380,,,,,,2,4,,,2,,,,,
Florida,1179,1179,village,2.40E+06,Orange,"Goshen, Warwick",0,village,0,1,2833,2.3,1258.3,94.6,0.077,0.806535,1,37992,54893,61406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.001042,0.340542,0.015637,0.753015,0.823208,0.274519,,,0.356179,1.10919,,,,0,0,0,0,0,0,,0,0,,Orange,,,,,,,,,,,,,,,,,,,,,,,3.00E+06,2.90E+06,2.90E+06,3.00E+06,3.20E+06,3.00E+06,1056.1,,,,2991.94,37.992,8.00368,0,0,44.9,42.75,0.357917,43.825,0,0,0,,,,,,,,,,,Orange,Orange,Orange,,,,,,,,,0,0,0,28368.36449,6290,12,,5,1,,7,,2,,,,,,,
Flower Hill,1236,1236,village,2.40E+06,Nassau,North Hempstead,0,village,0,0,4665,1.6,2882.7,96.7,0.026,0.96457,1,85504,121999,133075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.001042,0,0,0.01112,1.61688,0.00556,,,0,0.01112,,,,0,0,0,0,0,0,,0,0,,Nassau,,,,,,,,,,,,,,,,,,,,,,,3.10E+06,2.70E+06,3.10E+06,2.90E+06,3.00E+06,3.00E+06,632.67,,,,2951.39,85.504,7.99003,0,0,55.6,52.9,1.01055,54.25,0,0,0,,,,,,,,,,,Nassau,Nassau,Nassau,,,,,,,,,0,0,0,105100.3226,3230,,,8,4,,7,,3,,,,,,,
Fonda,485,485,village,2.40E+06,Montgomery,Mohawk,1,village,0,1,795,0.5,1476,86.8,0.134,0.485342,1,18894,28021,35714,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0.000695,0.069498,0.000347,0.070541,0.366951,0.073321,,,0.069846,0.140387,0,0,0,0,0,0,0,0,0,0,0,0,0,Montgomery,,,,,,,,,,,,,,,,,,,,,,,758559,697102,701655,725998,724940,721651,907.74,,,,721.651,18.894,6.58154,0,0,42.7,43.3,0.733903,43,0,0,0,,,,,,,,,,,Montgomery,Montgomery,Montgomery,,,,,,,,,0,0,0,133270.749,631,0,,,,,,,,,,,,,,
Forestville,724,724,village,2.40E+06,Chautauqua,Hanover,0,village,1,1,697,1,711.7,92.9,0.067,0.706052,1,21830,32778,41042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0,0.248109,0.021545,0.524713,0.193901,0.008687,,,0.269654,0.794367,,,,0,0,0,0,0,0,,0,0,,Chautauqua,,,,,,,,,,,,,,,,,,,,,,,329686,342337,394144,433706,442049,388384,557.22,,,,388.384,21.83,5.962,0,0,48.3,47.6,0.193901,47.95,0,0,0,,,,,,,,,,,Chautauqua,Chautauqua,Chautauqua,,,,,,,,,0,0,0,52307.94783,4900,1,,1,,,,7,,,,,,,,
Fort Ann,586,586,village,2.40E+06,Washington,Fort Ann,1,village,0,0,484,0.3,1654.2,85.1,0.134,0.768362,1,25265,44318,48750,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,2,1,2,1,2,6,4,2,,,0,0,1,0,0,0,0,0,1,1,0,0.172356,13.6377,0.894097,82.8105,4.18693,7.05582,,,14.5318,97.3422,0,1,1,1,0,1,0,1,0,2,3,0,0,Washington,,,,,,,,,,,,,,,,,,,,,,,193165,198863,192552,201848,184796,194245,31.38,,,,194.245,25.265,5.26912,0,0,43.2,45.5,0.038412,44.35,1,0,0,,,,,,,,,,,Washington,Washington,Washington,,,,,,,,,0,0,0,219036.4045,17500,0,,,,,,,,,,,,,,
Fort Edward,589,589,village,2.40E+06,Washington,Fort Edward,0,village,0,1,3375,1.8,1921.7,89,0.084,0.580645,1,21181,32347,39550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.120232,13.3868,0.454867,7.47907,2.04951,2.01893,,,13.8417,21.3207,,,,0,0,0,0,0,0,,0,0,,Washington,,,,,,,,,,,,,,,,,,,,,,,1.50E+06,1.50E+06,2.30E+06,1.60E+06,1.50E+06,1.70E+06,266.34,,,,1696.84,21.181,7.43652,1,0,52.6,55,0.077049,53.8,0,0,0,,,,,,,,,,,Washington,Washington,Washington,,,,,,,,,0,0,0,202322.5485,7410,1,,2,3,,7,,,,,,,,,
Fort Johnson,486,486,village,2.40E+06,Montgomery,Amsterdam,1,village,0,1,490,0.7,665.1,92.6,0.04,0.684426,1,26646,37639,44750,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,4,5,5,4,1,6,0,5,,,1,1,0,0,0,0,0,0,0,0,0,0,0.080271,0.003127,0.224132,0.31031,0.09973,,,0.083398,0.30753,2,2,2,0,0,0,0,0,0,6,0,0,2,Montgomery,,,,,,,,,,,,,,,,,,,,,,,333833,361573,352316,341597,351215,348107,710.42,2,,,348.107,26.646,5.85251,0,0,51.8,57,0.4433,54.4,0,0,0,,,,,,,,,,,Montgomery,Montgomery,Montgomery,,,,,,,,,0,0,0,140715.8041,3030,14,,,,,2,,,,2,,,,,
Fort Plain,169,169,village,2.40E+06,Montgomery,"Canajoharie, Minden",0,village,0,1,2322,1.3,1725,83.8,0.129,0.570074,1,20357,27476,40302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.001042,0.3256,0.010772,0.189383,0.7551,0.176526,,,0.336372,0.525755,,,,0,0,0,0,0,0,,0,0,,Montgomery,,,,,,,,,,,,,,,,,,,,,,,1.60E+06,1.60E+06,1.50E+06,1.60E+06,1.60E+06,1.60E+06,679.28,,,,1577.3,20.357,7.36347,0,0,40.25,41.25,0.580846,40.75,0,0,0,,,,,,,,,,,Montgomery,Montgomery,Montgomery,,,,,,,,,0,0,0,119730.5457,677,1,,,1,,,,,,1,,,,,
